Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	402 ms		Content: America fred 66061 50
     [java] Duration:	2 ms		Content: America bob 999796 47
     [java] Duration:	2 ms		Content: America fred 776271 32
     [java] Duration:	2 ms		Content: America fred 649767 39
     [java] Duration:	2 ms		Content: America fred 106744 32
     [java] Duration:	2 ms		Content: America dave 50106 40
     [java] Duration:	2 ms		Content: America harry 674837 33
     [java] Duration:	4 ms		Content: America harry 485843 51
     [java] Duration:	2 ms		Content: America bob 161292 53
     [java] Duration:	2 ms		Content: America dave 513615 51
     [java] Duration:	2 ms		Content: America bob 148597 47
     [java] Duration:	2 ms		Content: America harry 584331 41
     [java] Duration:	26 ms		Content: America harry 620233 44
     [java] Duration:	2 ms		Content: America dave 742420 50
     [java] Duration:	2 ms		Content: America fred 75259 47
     [java] Duration:	3 ms		Content: America fred 481031 42
     [java] Duration:	2 ms		Content: America harry 287511 35
     [java] Duration:	2 ms		Content: America bob 913264 36
     [java] Duration:	2 ms		Content: America harry 776976 40
     [java] Duration:	2 ms		Content: America bob 752864 51
     [java] Duration:	2 ms		Content: America bob 693879 37
     [java] Duration:	2 ms		Content: America bob 744433 50
     [java] Duration:	2 ms		Content: America fred 174435 43
     [java] Duration:	2 ms		Content: America dave 789962 58
     [java] Duration:	3 ms		Content: America bob 277288 55
     [java] Duration:	2 ms		Content: America fred 979865 44
     [java] Duration:	23 ms		Content: America fred 523572 45
     [java] Duration:	8 ms		Content: America harry 297239 45
     [java] Duration:	2 ms		Content: America fred 414229 57
     [java] Duration:	2 ms		Content: America fred 917199 40
     [java] Duration:	2 ms		Content: America fred 491558 39
     [java] Duration:	2 ms		Content: America dave 903734 47
     [java] Duration:	2 ms		Content: America bob 712295 53
     [java] Duration:	2 ms		Content: America dave 644102 39
     [java] Duration:	3 ms		Content: America dave 641530 42
     [java] Duration:	2 ms		Content: America harry 79567 30
     [java] Duration:	2 ms		Content: America fred 185758 58
     [java] Duration:	2 ms		Content: America fred 914168 45
     [java] Duration:	1 ms		Content: America fred 711234 37
     [java] Duration:	2 ms		Content: America fred 303013 33
     [java] Duration:	2 ms		Content: America dave 1012041 43
     [java] Duration:	2 ms		Content: America bob 668346 47
     [java] Duration:	2 ms		Content: America dave 378451 59
     [java] Duration:	2 ms		Content: America fred 777969 34
     [java] Duration:	2 ms		Content: America bob 391401 35
     [java] Duration:	2 ms		Content: America dave 915025 41
     [java] Duration:	2 ms		Content: America bob 250602 49
     [java] Duration:	18 ms		Content: America harry 776441 56
     [java] Duration:	2 ms		Content: America bob 1025571 38
     [java] Duration:	2 ms		Content: America harry 967775 35
     [java] Duration:	2 ms		Content: America dave 1015998 52
     [java] Duration:	2 ms		Content: America dave 214139 50
     [java] Duration:	3 ms		Content: America fred 931481 35
     [java] Duration:	2 ms		Content: America harry 63572 38
     [java] Duration:	2 ms		Content: America harry 629459 35
     [java] Duration:	2 ms		Content: America harry 248914 48
     [java] Duration:	2 ms		Content: America bob 797089 43
     [java] Duration:	2 ms		Content: America dave 373248 52
     [java] Duration:	2 ms		Content: America dave 886960 44
     [java] Duration:	2 ms		Content: America bob 636403 53
     [java] Duration:	3 ms		Content: America harry 549081 31
     [java] Duration:	2 ms		Content: America dave 888753 55
     [java] Duration:	2 ms		Content: America bob 997813 44
     [java] Duration:	2 ms		Content: America bob 132505 55
     [java] Duration:	2 ms		Content: America dave 685317 36
     [java] Duration:	23 ms		Content: America harry 443161 46
     [java] Duration:	24 ms		Content: America dave 910752 39
     [java] Duration:	2 ms		Content: America fred 302306 35
     [java] Duration:	2 ms		Content: America harry 385232 46
     [java] Duration:	2 ms		Content: America bob 529884 46
     [java] Duration:	2 ms		Content: America bob 1002715 32
     [java] Duration:	2 ms		Content: America bob 1003314 59
     [java] Duration:	2 ms		Content: America bob 802059 33
     [java] Duration:	23 ms		Content: America harry 367690 34
     [java] Duration:	2 ms		Content: America dave 822674 35
     [java] Duration:	2 ms		Content: America bob 222368 49
     [java] Duration:	2 ms		Content: America fred 262574 45
     [java] Duration:	8 ms		Content: America harry 657148 52
     [java] Duration:	2 ms		Content: America dave 474265 35
     [java] Duration:	3 ms		Content: America harry 279628 47
     [java] Duration:	2 ms		Content: America dave 731221 36
     [java] Duration:	3 ms		Content: America dave 942865 58
     [java] Duration:	2 ms		Content: America dave 536312 51
     [java] Duration:	2 ms		Content: America dave 820721 38
     [java] Duration:	2 ms		Content: America fred 588844 53
     [java] Duration:	2 ms		Content: America fred 395407 51
     [java] Duration:	24 ms		Content: America harry 259736 32
     [java] Duration:	2 ms		Content: America fred 506903 56
     [java] Duration:	3 ms		Content: America bob 355376 31
     [java] Duration:	2 ms		Content: America harry 826099 51
     [java] Duration:	24 ms		Content: America fred 1045972 45
     [java] Duration:	2 ms		Content: America dave 59577 52
     [java] Duration:	2 ms		Content: America fred 469849 30
     [java] Duration:	2 ms		Content: America fred 933165 42
     [java] Duration:	2 ms		Content: America dave 20166 39
     [java] Duration:	2 ms		Content: America dave 426323 58
     [java] Duration:	2 ms		Content: America bob 352945 59
     [java] Duration:	2 ms		Content: America dave 988267 44
     [java] Duration:	2 ms		Content: America dave 444411 58
     [java] Duration:	2 ms		Content: America dave 45363 36
     [java] Duration:	2 ms		Content: America bob 657324 53
     [java] Duration:	2 ms		Content: America dave 413622 39
     [java] Duration:	11 ms		Content: America fred 965850 30
     [java] Duration:	2 ms		Content: America dave 93577 46
     [java] Duration:	3 ms		Content: America harry 729314 31
     [java] Duration:	2 ms		Content: America dave 281086 56
     [java] Duration:	2 ms		Content: America harry 903242 36
     [java] Duration:	2 ms		Content: America harry 61967 38
     [java] Duration:	2 ms		Content: America dave 735516 30
     [java] Duration:	2 ms		Content: America fred 779372 46
     [java] Duration:	2 ms		Content: America fred 868417 47
     [java] Duration:	2 ms		Content: America dave 402269 33
     [java] Duration:	2 ms		Content: America bob 755720 54
     [java] Duration:	2 ms		Content: America harry 560096 35
     [java] Duration:	2 ms		Content: America harry 50371 37
     [java] Duration:	2 ms		Content: America fred 1024197 44
     [java] Duration:	2 ms		Content: America bob 17716 33
     [java] Duration:	2 ms		Content: America fred 975415 46
     [java] Duration:	2 ms		Content: America dave 182360 48
     [java] Duration:	30 ms		Content: America harry 1001289 45
     [java] Duration:	2 ms		Content: America bob 278716 51
     [java] Duration:	2 ms		Content: America harry 188030 45
     [java] Duration:	2 ms		Content: America bob 755556 52
     [java] Duration:	2 ms		Content: America fred 691608 50
     [java] Duration:	2 ms		Content: America bob 725500 38
     [java] Duration:	2 ms		Content: America bob 1002120 32
     [java] Duration:	2 ms		Content: America fred 103128 39
     [java] Duration:	2 ms		Content: America dave 211502 37
     [java] Duration:	2 ms		Content: America harry 1016537 35
     [java] Duration:	36 ms		Content: America fred 422987 45
     [java] Duration:	3 ms		Content: America bob 972180 56
     [java] Duration:	2 ms		Content: America bob 984202 38
     [java] Duration:	2 ms		Content: America bob 567959 36
     [java] Duration:	2 ms		Content: America harry 6710 51
     [java] Duration:	2 ms		Content: America bob 99912 56
     [java] Duration:	2 ms		Content: America fred 261396 53
     [java] Duration:	2 ms		Content: America bob 884994 32
     [java] Duration:	2 ms		Content: America harry 864067 55
     [java] Duration:	2 ms		Content: America bob 998939 47
     [java] Duration:	21 ms		Content: America fred 139455 41
     [java] Duration:	2 ms		Content: America dave 157299 34
     [java] Duration:	2 ms		Content: America harry 389553 47
     [java] Duration:	2 ms		Content: America bob 565855 45
     [java] Duration:	2 ms		Content: America harry 2429 38
     [java] Duration:	2 ms		Content: America harry 246452 55
     [java] Duration:	2 ms		Content: America harry 236141 54
     [java] Duration:	2 ms		Content: America bob 960870 41
     [java] Duration:	2 ms		Content: America bob 376731 32
     [java] Duration:	3 ms		Content: America bob 378862 39
     [java] Duration:	2 ms		Content: America dave 853742 33
     [java] Duration:	2 ms		Content: America fred 406582 55
     [java] Duration:	25 ms		Content: America fred 167334 43
     [java] Duration:	2 ms		Content: America harry 830398 44
     [java] Duration:	2 ms		Content: America fred 544711 52
     [java] Duration:	2 ms		Content: America fred 783383 43
     [java] Duration:	2 ms		Content: America fred 746747 44
     [java] Duration:	2 ms		Content: America fred 990040 46
     [java] Duration:	125 ms		Content: America bob 272242 52
     [java] Duration:	23 ms		Content: America harry 1019936 31
     [java] Duration:	2 ms		Content: America dave 106524 34
     [java] Duration:	2 ms		Content: America dave 713719 47
     [java] Duration:	2 ms		Content: America harry 1032959 34
     [java] Duration:	2 ms		Content: America bob 110504 39
     [java] Duration:	2 ms		Content: America harry 869886 30
     [java] Duration:	2 ms		Content: America bob 135967 54
     [java] Duration:	2 ms		Content: America harry 677069 49
     [java] Duration:	2 ms		Content: America dave 173850 41
     [java] Duration:	2 ms		Content: America dave 696829 51
     [java] Duration:	2 ms		Content: America fred 869921 44
     [java] Duration:	2 ms		Content: America bob 126291 32
     [java] Duration:	27 ms		Content: America fred 948498 30
     [java] Duration:	2 ms		Content: America fred 398237 31
     [java] Duration:	2 ms		Content: America harry 152085 51
     [java] Duration:	2 ms		Content: America bob 641521 58
     [java] Duration:	56 ms		Content: America harry 254360 36
     [java] Duration:	2 ms		Content: America harry 11093 50
     [java] Duration:	3 ms		Content: America fred 553165 56
     [java] Duration:	2 ms		Content: America harry 88825 42
     [java] Duration:	3 ms		Content: America fred 403786 40
     [java] Duration:	25 ms		Content: America fred 656022 42
     [java] Duration:	2 ms		Content: America harry 788655 59
     [java] Duration:	3 ms		Content: America bob 392139 37
     [java] Duration:	2 ms		Content: America fred 605617 52
     [java] Duration:	2 ms		Content: America dave 98524 45
     [java] Duration:	2 ms		Content: America harry 198690 49
     [java] Duration:	2 ms		Content: America fred 695921 35
     [java] Duration:	2 ms		Content: America dave 227202 36
     [java] Duration:	2 ms		Content: America bob 455144 52
     [java] Duration:	2 ms		Content: America harry 163345 44
     [java] Duration:	25 ms		Content: America harry 682852 49
     [java] Duration:	2 ms		Content: America bob 836201 58
     [java] Duration:	2 ms		Content: America fred 636563 53
     [java] Duration:	2 ms		Content: America bob 600943 34
     [java] Duration:	2 ms		Content: America fred 12832 59
     [java] Duration:	2 ms		Content: America harry 882946 50
     [java] Duration:	2 ms		Content: America harry 947546 55
     [java] Duration:	2 ms		Content: America bob 496085 49
     [java] Duration:	2 ms		Content: America dave 910347 35
     [java] Duration:	2 ms		Content: America harry 257554 54
     [java] Duration:	2 ms		Content: America harry 804492 37
     [java] Duration:	2 ms		Content: America harry 169307 38
     [java] Duration:	2 ms		Content: America dave 87187 37
     [java] Duration:	21 ms		Content: America harry 245377 57
     [java] Duration:	2 ms		Content: America harry 191840 52
     [java] Duration:	2 ms		Content: America bob 259939 55
     [java] Duration:	2 ms		Content: America bob 66510 46
     [java] Duration:	2 ms		Content: America fred 579989 35
     [java] Duration:	2 ms		Content: America dave 919362 36
     [java] Duration:	2 ms		Content: America dave 872864 34
     [java] Duration:	2 ms		Content: America harry 683981 32
     [java] Duration:	2 ms		Content: America harry 434902 51
     [java] Duration:	2 ms		Content: America dave 47553 48
     [java] Duration:	2 ms		Content: America harry 270274 51
     [java] Duration:	2 ms		Content: America dave 1028273 47
     [java] Duration:	2 ms		Content: America dave 810631 57
     [java] Duration:	2 ms		Content: America fred 266468 42
     [java] Duration:	3 ms		Content: America harry 321321 41
     [java] Duration:	2 ms		Content: America bob 204797 42
     [java] Duration:	22 ms		Content: America harry 504561 32
     [java] Duration:	2 ms		Content: America harry 391262 46
     [java] Duration:	2 ms		Content: America harry 96956 41
     [java] Duration:	2 ms		Content: America harry 745724 35
     [java] Duration:	2 ms		Content: America fred 958961 53
     [java] Duration:	2 ms		Content: America bob 935154 46
     [java] Duration:	2 ms		Content: America bob 215408 42
     [java] Duration:	2 ms		Content: America dave 586236 35
     [java] Duration:	39 ms		Content: America harry 518881 35
     [java] Duration:	2 ms		Content: America bob 927099 58
     [java] Duration:	2 ms		Content: America harry 715829 49
     [java] Duration:	2 ms		Content: America fred 1040640 34
     [java] Duration:	2 ms		Content: America fred 850337 40
     [java] Duration:	2 ms		Content: America fred 53127 59
     [java] Duration:	2 ms		Content: America fred 907276 47
     [java] Duration:	2 ms		Content: America fred 423412 42
     [java] Duration:	2 ms		Content: America harry 448486 33
     [java] Duration:	2 ms		Content: America harry 218854 52
     [java] Duration:	2 ms		Content: America fred 132764 58
     [java] Duration:	4 ms		Content: America dave 885949 46
     [java] Duration:	2 ms		Content: America harry 79330 38
     [java] Duration:	2 ms		Content: America dave 990650 54
     [java] Duration:	2 ms		Content: America dave 337719 56
     [java] Duration:	2 ms		Content: America fred 804500 56
     [java] Duration:	24 ms		Content: America harry 426839 37
     [java] Duration:	2 ms		Content: America harry 831332 38
     [java] Duration:	3 ms		Content: America dave 839497 52
     [java] Duration:	2 ms		Content: America harry 686005 39
     [java] Duration:	2 ms		Content: America harry 454034 53
     [java] Duration:	7 ms		Content: America dave 747625 53
     [java] Duration:	2 ms		Content: America harry 147525 55
     [java] Duration:	2 ms		Content: America dave 862502 41
     [java] Duration:	26 ms		Content: America fred 810570 43
     [java] Duration:	2 ms		Content: America dave 68535 32
     [java] Duration:	2 ms		Content: America harry 886204 59
     [java] Duration:	2 ms		Content: America harry 74082 57
     [java] Duration:	2 ms		Content: America bob 1015374 50
     [java] Duration:	2 ms		Content: America bob 5852 47
     [java] Duration:	2 ms		Content: America harry 1014998 48
     [java] Duration:	3 ms		Content: America harry 1011444 58
     [java] Duration:	2 ms		Content: America bob 997843 54
     [java] Duration:	2 ms		Content: America bob 904881 49
     [java] Duration:	24 ms		Content: America harry 727682 46
     [java] Duration:	22 ms		Content: America bob 219295 49
     [java] Duration:	2 ms		Content: America bob 853698 43
     [java] Duration:	2 ms		Content: America fred 778386 42
     [java] Duration:	2 ms		Content: America fred 922549 40
     [java] Duration:	2 ms		Content: America harry 803925 40
     [java] Duration:	2 ms		Content: America dave 895943 43
     [java] Duration:	2 ms		Content: America bob 267677 37
     [java] Duration:	2 ms		Content: America harry 374463 54
     [java] Duration:	2 ms		Content: America dave 615537 44
     [java] Duration:	2 ms		Content: America fred 505045 57
     [java] Duration:	2 ms		Content: America bob 965031 44
     [java] Duration:	2 ms		Content: America dave 778806 53
     [java] Duration:	3 ms		Content: America harry 105918 54
     [java] Duration:	2 ms		Content: America dave 463831 42
     [java] Duration:	25 ms		Content: America bob 688748 57
     [java] Duration:	2 ms		Content: America bob 715038 56
     [java] Duration:	2 ms		Content: America dave 35966 30
     [java] Duration:	2 ms		Content: America dave 480681 37
     [java] Duration:	2 ms		Content: America dave 801058 35
     [java] Duration:	2 ms		Content: America bob 979197 50
     [java] Duration:	2 ms		Content: America dave 849732 35
     [java] Duration:	2 ms		Content: America bob 248044 54
     [java] Duration:	2 ms		Content: America bob 470279 34
     [java] Duration:	2 ms		Content: America harry 835875 42
     [java] Duration:	2 ms		Content: America dave 475047 49
     [java] Duration:	2 ms		Content: America fred 862537 36
     [java] Duration:	2 ms		Content: America fred 19611 47
     [java] Duration:	2 ms		Content: America bob 894727 30
     [java] Duration:	2 ms		Content: America fred 794335 36
     [java] Duration:	23 ms		Content: America dave 969369 44
     [java] Duration:	3 ms		Content: America harry 274717 59
     [java] Duration:	2 ms		Content: America dave 415141 45
     [java] Duration:	2 ms		Content: America bob 826137 30
     [java] Duration:	2 ms		Content: America bob 495586 43
     [java] Duration:	2 ms		Content: America bob 831632 41
     [java] Duration:	2 ms		Content: America harry 758235 53
     [java] Duration:	2 ms		Content: America dave 902623 51
     [java] Duration:	2 ms		Content: America bob 829076 39
     [java] Duration:	2 ms		Content: America bob 635352 41
     [java] Duration:	3 ms		Content: America harry 452459 59
     [java] Duration:	2 ms		Content: America dave 942129 54
     [java] Duration:	2 ms		Content: America harry 146021 45
     [java] Duration:	1 ms		Content: America fred 51402 57
     [java] Duration:	3 ms		Content: America dave 204221 54
     [java] Duration:	2 ms		Content: America harry 891359 36
     [java] Duration:	2 ms		Content: America bob 529924 42
     [java] Duration:	23 ms		Content: America bob 659655 55
     [java] Duration:	21 ms		Content: America dave 197811 36
     [java] Duration:	7 ms		Content: America harry 207775 37
     [java] Duration:	2 ms		Content: America harry 662658 54
     [java] Duration:	2 ms		Content: America bob 661555 32
     [java] Duration:	24 ms		Content: America fred 298186 41
     [java] Duration:	3 ms		Content: America fred 993707 36
     [java] Duration:	2 ms		Content: America harry 862863 48
     [java] Duration:	2 ms		Content: America dave 555387 44
     [java] Duration:	2 ms		Content: America harry 575123 41
     [java] Duration:	2 ms		Content: America fred 984100 54
     [java] Duration:	7 ms		Content: America dave 815554 49
     [java] Duration:	2 ms		Content: America harry 637823 40
     [java] Duration:	2 ms		Content: America bob 126932 59
     [java] Duration:	2 ms		Content: America dave 515687 54
     [java] Duration:	2 ms		Content: America bob 1029893 48
     [java] Duration:	2 ms		Content: America dave 444179 34
     [java] Duration:	2 ms		Content: America bob 619789 45
     [java] Duration:	23 ms		Content: America dave 924478 56
     [java] Duration:	2 ms		Content: America harry 244662 32
     [java] Duration:	2 ms		Content: America fred 716289 33
     [java] Duration:	2 ms		Content: America harry 972772 49
     [java] Duration:	2 ms		Content: America dave 709993 39
     [java] Duration:	2 ms		Content: America bob 62342 42
     [java] Duration:	2 ms		Content: America dave 404791 51
     [java] Duration:	2 ms		Content: America harry 496316 57
     [java] Duration:	2 ms		Content: America dave 843325 36
     [java] Duration:	2 ms		Content: America dave 832273 46
     [java] Duration:	1 ms		Content: America bob 508955 34
     [java] Duration:	2 ms		Content: America bob 584520 30
     [java] Duration:	2 ms		Content: America fred 92944 44
     [java] Duration:	2 ms		Content: America dave 209164 43
     [java] Duration:	2 ms		Content: America dave 913864 34
     [java] Duration:	2 ms		Content: America bob 820462 30
     [java] Duration:	23 ms		Content: America fred 866816 42
     [java] Duration:	16 ms		Content: America harry 1030543 59
     [java] Duration:	2 ms		Content: America harry 780946 43
     [java] Duration:	2 ms		Content: America harry 818426 53
     [java] Duration:	2 ms		Content: America dave 576267 39
     [java] Duration:	2 ms		Content: America fred 574501 41
     [java] Duration:	2 ms		Content: America fred 846013 49
     [java] Duration:	2 ms		Content: America fred 311581 42
     [java] Duration:	2 ms		Content: America bob 997336 53
     [java] Duration:	2 ms		Content: America dave 618125 53
     [java] Duration:	23 ms		Content: America bob 613951 41
     [java] Duration:	2 ms		Content: America bob 375130 49
     [java] Duration:	5 ms		Content: America fred 1039979 53
     [java] Duration:	1 ms		Content: America harry 860889 49
     [java] Duration:	2 ms		Content: America bob 345977 40
     [java] Duration:	2 ms		Content: America harry 302228 40
     [java] Duration:	2 ms		Content: America bob 450018 32
     [java] Duration:	3 ms		Content: America fred 433188 46
     [java] Duration:	2 ms		Content: America bob 570213 51
     [java] Duration:	2 ms		Content: America dave 782075 49
     [java] Duration:	2 ms		Content: America fred 619478 54
     [java] Duration:	2 ms		Content: America bob 820608 52
     [java] Duration:	26 ms		Content: America harry 444675 41
     [java] Duration:	2 ms		Content: America harry 167728 50
     [java] Duration:	2 ms		Content: America fred 688431 33
     [java] Duration:	2 ms		Content: America bob 837306 36
     [java] Duration:	2 ms		Content: America bob 370727 41
     [java] Duration:	2 ms		Content: America dave 61068 48
     [java] Duration:	2 ms		Content: America bob 295501 59
     [java] Duration:	2 ms		Content: America harry 470654 30
     [java] Duration:	2 ms		Content: America fred 589952 52
     [java] Duration:	2 ms		Content: America fred 388625 30
     [java] Duration:	3 ms		Content: America dave 228405 36
     [java] Duration:	39 ms		Content: America fred 605408 53
     [java] Duration:	2 ms		Content: America dave 90465 39
     [java] Duration:	3 ms		Content: America harry 684173 41
     [java] Duration:	2 ms		Content: America harry 1043154 50
     [java] Duration:	2 ms		Content: America bob 643257 32
     [java] Duration:	2 ms		Content: America dave 990031 37
     [java] Duration:	2 ms		Content: America dave 186146 44
     [java] Duration:	2 ms		Content: America dave 491470 32
     [java] Duration:	2 ms		Content: America dave 825684 43
     [java] Duration:	2 ms		Content: America dave 906583 49
     [java] Duration:	2 ms		Content: America harry 451553 33
     [java] Duration:	2 ms		Content: America harry 532829 54
     [java] Duration:	4 ms		Content: America dave 286890 47
     [java] Duration:	2 ms		Content: America harry 997415 39
     [java] Duration:	25 ms		Content: America fred 866905 35
     [java] Duration:	2 ms		Content: America fred 686389 35
     [java] Duration:	2 ms		Content: America dave 15646 56
     [java] Duration:	2 ms		Content: America fred 101273 51
     [java] Duration:	2 ms		Content: America fred 654319 42
     [java] Duration:	2 ms		Content: America fred 764276 47
     [java] Duration:	3 ms		Content: America fred 782316 50
     [java] Duration:	2 ms		Content: America bob 122001 45
     [java] Duration:	2 ms		Content: America bob 369027 38
     [java] Duration:	2 ms		Content: America bob 19288 57
     [java] Duration:	2 ms		Content: America dave 416651 58
     [java] Duration:	2 ms		Content: America harry 1047923 58
     [java] Duration:	2 ms		Content: America harry 510299 51
     [java] Duration:	2 ms		Content: America dave 480984 51
     [java] Duration:	2 ms		Content: America dave 722732 57
     [java] Duration:	2 ms		Content: America dave 128549 39
     [java] Duration:	24 ms		Content: America dave 166801 59
     [java] Duration:	2 ms		Content: America dave 679397 38
     [java] Duration:	23 ms		Content: America harry 247296 55
     [java] Duration:	2 ms		Content: America fred 99919 43
     [java] Duration:	2 ms		Content: America fred 990230 52
     [java] Duration:	3 ms		Content: America bob 312969 43
     [java] Duration:	24 ms		Content: America dave 935503 33
     [java] Duration:	18 ms		Content: America harry 211183 44
     [java] Duration:	3 ms		Content: America fred 58418 53
     [java] Duration:	2 ms		Content: America dave 1001591 47
     [java] Duration:	2 ms		Content: America fred 833910 35
     [java] Duration:	2 ms		Content: America bob 391019 55
     [java] Duration:	2 ms		Content: America bob 876988 48
     [java] Duration:	2 ms		Content: America fred 297124 32
     [java] Duration:	24 ms		Content: America bob 583357 36
     [java] Duration:	6 ms		Content: America harry 757832 47
     [java] Duration:	2 ms		Content: America dave 349345 50
     [java] Duration:	2 ms		Content: America fred 697387 59
     [java] Duration:	2 ms		Content: America harry 230275 30
     [java] Duration:	2 ms		Content: America bob 951864 56
     [java] Duration:	2 ms		Content: America bob 993040 46
     [java] Duration:	2 ms		Content: America bob 128863 49
     [java] Duration:	2 ms		Content: America fred 921503 41
     [java] Duration:	2 ms		Content: America dave 834462 31
     [java] Duration:	2 ms		Content: America dave 974479 59
     [java] Duration:	2 ms		Content: America bob 21025 44
     [java] Duration:	2 ms		Content: America dave 583887 49
     [java] Duration:	25 ms		Content: America harry 979160 43
     [java] Duration:	2 ms		Content: America dave 579459 48
     [java] Duration:	2 ms		Content: America fred 572309 34
     [java] Duration:	2 ms		Content: America bob 49158 53
     [java] Duration:	2 ms		Content: America harry 332911 32
     [java] Duration:	2 ms		Content: America bob 615933 55
     [java] Duration:	2 ms		Content: America bob 608552 43
     [java] Duration:	2 ms		Content: America dave 707290 52
     [java] Duration:	2 ms		Content: America dave 677884 48
     [java] Duration:	3 ms		Content: America harry 739740 35
     [java] Duration:	2 ms		Content: America bob 230196 46
     [java] Duration:	2 ms		Content: America fred 288452 56
     [java] Duration:	2 ms		Content: America bob 122610 59
     [java] Duration:	2 ms		Content: America dave 295658 55
     [java] Duration:	2 ms		Content: America fred 540939 48
     [java] Duration:	2 ms		Content: America harry 368359 47
     [java] Duration:	3 ms		Content: America bob 422307 30
     [java] Duration:	2 ms		Content: America dave 989994 39
     [java] Duration:	2 ms		Content: America harry 29180 44
     [java] Duration:	2 ms		Content: America bob 267240 58
     [java] Duration:	2 ms		Content: America bob 682680 39
     [java] Duration:	2 ms		Content: America bob 10170 43
     [java] Duration:	2 ms		Content: America bob 677334 40
     [java] Duration:	2 ms		Content: America dave 56320 42
     [java] Duration:	2 ms		Content: America bob 482301 43
     [java] Duration:	2 ms		Content: America fred 578578 34
     [java] Duration:	2 ms		Content: America fred 153822 49
     [java] Duration:	3 ms		Content: America bob 361399 55
     [java] Duration:	2 ms		Content: America bob 109747 37
     [java] Duration:	2 ms		Content: America fred 351536 34
     [java] Duration:	2 ms		Content: America dave 721259 35
     [java] Duration:	2 ms		Content: America fred 891355 45
     [java] Duration:	2 ms		Content: America dave 1014758 55
     [java] Duration:	2 ms		Content: America fred 932522 58
     [java] Duration:	1 ms		Content: America fred 377966 53
     [java] Duration:	2 ms		Content: America bob 5889 49
     [java] Duration:	24 ms		Content: America dave 778232 35
     [java] Duration:	2 ms		Content: America bob 887002 49
     [java] Duration:	2 ms		Content: America bob 232930 31
     [java] Duration:	2 ms		Content: America harry 601748 33
     [java] Duration:	2 ms		Content: America dave 620117 45
     [java] Duration:	2 ms		Content: America fred 735353 46
     [java] Duration:	2 ms		Content: America fred 423606 57
     [java] Duration:	2 ms		Content: America dave 401582 59
     [java] Duration:	3 ms		Content: America harry 990892 37
     [java] Duration:	2 ms		Content: America harry 943834 44
     [java] Duration:	2 ms		Content: America bob 812782 37
     [java] Duration:	4 ms		Content: America dave 765200 50
     [java] Duration:	24 ms		Content: America harry 948240 40
     [java] Duration:	2 ms		Content: America dave 664117 42
     [java] Duration:	2 ms		Content: America bob 845012 31
     [java] Duration:	2 ms		Content: America bob 574580 37
     [java] Duration:	2 ms		Content: America fred 575591 31
     [java] Duration:	2 ms		Content: America fred 791514 49
     [java] Duration:	2 ms		Content: America fred 160968 54
     [java] Duration:	2 ms		Content: America bob 768494 55
     [java] Duration:	2 ms		Content: America dave 566046 31
     [java] Duration:	2 ms		Content: America harry 535021 56
     [java] Duration:	2 ms		Content: America fred 775364 39
     [java] Duration:	4 ms		Content: America harry 783996 31
     [java] Duration:	2 ms		Content: America fred 913282 36
     [java] Duration:	2 ms		Content: America dave 342046 33
     [java] Duration:	2 ms		Content: America harry 782066 57
     [java] Duration:	2 ms		Content: America harry 934118 56
     [java] Duration:	2 ms		Content: America fred 40261 55
     [java] Duration:	3 ms		Content: America bob 210485 47
     [java] Duration:	22 ms		Content: America fred 801713 58
     [java] Duration:	4 ms		Content: America bob 65520 53
     [java] Duration:	2 ms		Content: America fred 191131 31
     [java] Duration:	2 ms		Content: America bob 497796 46
     [java] Duration:	2 ms		Content: America harry 973100 43
     [java] Duration:	2 ms		Content: America fred 75892 58
     [java] Duration:	2 ms		Content: America fred 384756 44
     [java] Duration:	2 ms		Content: America harry 150842 44
     [java] Duration:	2 ms		Content: America fred 65835 59
     [java] Duration:	2 ms		Content: America dave 147518 48
     [java] Duration:	2 ms		Content: America dave 363462 50
     [java] Duration:	2 ms		Content: America bob 853597 33
     [java] Duration:	22 ms		Content: America harry 1024264 30
     [java] Duration:	2 ms		Content: America dave 275889 55
     [java] Duration:	2 ms		Content: America bob 230918 30
     [java] Duration:	2 ms		Content: America bob 865937 51
     [java] Duration:	2 ms		Content: America dave 872368 39
     [java] Duration:	2 ms		Content: America dave 177913 39
     [java] Duration:	3 ms		Content: America harry 942774 39
     [java] Duration:	2 ms		Content: America fred 645884 44
     [java] Duration:	2 ms		Content: America bob 5750 32
     [java] Duration:	2 ms		Content: America dave 190005 58
     [java] Duration:	2 ms		Content: America fred 463796 41
     [java] Duration:	2 ms		Content: America dave 715451 41
     [java] Duration:	1 ms		Content: America bob 958162 36
     [java] Duration:	25 ms		Content: America harry 996926 31
     [java] Duration:	2 ms		Content: America harry 1037128 52
     [java] Duration:	24 ms		Content: America harry 450515 43
     [java] Duration:	2 ms		Content: America bob 408999 35
     [java] Duration:	2 ms		Content: America bob 858606 47
     [java] Duration:	21 ms		Content: America fred 237841 59
     [java] Duration:	2 ms		Content: America fred 56099 34
     [java] Duration:	3 ms		Content: America bob 501615 30
     [java] Duration:	2 ms		Content: America bob 913771 35
     [java] Duration:	2 ms		Content: America fred 372184 43
     [java] Duration:	23 ms		Content: America harry 571407 32
     [java] Duration:	26 ms		Content: America fred 998572 54
     [java] Duration:	3 ms		Content: America fred 195259 40
     [java] Duration:	2 ms		Content: America bob 178563 52
