Buildfile: /home/ec2-user/mongo-write-availability/build.xml

run:
     [java] Duration:	268 ms		Content: Europe alice 939743 58
     [java] Duration:	2 ms		Content: Europe carol 897849 36
     [java] Duration:	2 ms		Content: Europe gary 508263 38
     [java] Duration:	2 ms		Content: Europe eve 569355 42
     [java] Duration:	1 ms		Content: Europe gary 353750 44
     [java] Duration:	2 ms		Content: Europe eve 159107 44
     [java] Duration:	2 ms		Content: Europe carol 667573 43
     [java] Duration:	2 ms		Content: Europe carol 960588 34
     [java] Duration:	2 ms		Content: Europe gary 939052 55
     [java] Duration:	2 ms		Content: Europe alice 353829 45
     [java] Duration:	1 ms		Content: Europe alice 85742 56
     [java] Duration:	2 ms		Content: Europe gary 164561 55
     [java] Duration:	2 ms		Content: Europe eve 844144 58
     [java] Duration:	2 ms		Content: Europe gary 413463 32
     [java] Duration:	1 ms		Content: Europe alice 924981 50
     [java] Duration:	2 ms		Content: Europe carol 932091 38
     [java] Duration:	2 ms		Content: Europe carol 880189 30
     [java] Duration:	2 ms		Content: Europe eve 644107 45
     [java] Duration:	2 ms		Content: Europe alice 845643 46
     [java] Duration:	2 ms		Content: Europe eve 1019770 47
     [java] Duration:	2 ms		Content: Europe alice 865016 30
     [java] Duration:	2 ms		Content: Europe eve 563955 33
     [java] Duration:	2 ms		Content: Europe eve 395802 48
     [java] Duration:	2 ms		Content: Europe carol 28214 37
     [java] Duration:	2 ms		Content: Europe carol 121150 53
     [java] Duration:	2 ms		Content: Europe alice 412455 30
     [java] Duration:	2 ms		Content: Europe eve 668179 57
     [java] Duration:	2 ms		Content: Europe alice 989463 46
     [java] Duration:	2 ms		Content: Europe eve 513665 49
     [java] Duration:	2 ms		Content: Europe gary 918636 38
     [java] Duration:	2 ms		Content: Europe eve 915202 38
     [java] Duration:	2 ms		Content: Europe carol 343745 32
     [java] Duration:	2 ms		Content: Europe gary 507563 33
     [java] Duration:	2 ms		Content: Europe carol 112792 41
     [java] Duration:	2 ms		Content: Europe gary 274986 47
     [java] Duration:	2 ms		Content: Europe alice 307225 48
     [java] Duration:	2 ms		Content: Europe carol 60576 47
     [java] Duration:	6 ms		Content: Europe carol 649668 38
     [java] Duration:	2 ms		Content: Europe gary 850984 42
     [java] Duration:	2 ms		Content: Europe alice 936196 43
     [java] Duration:	2 ms		Content: Europe alice 430075 31
     [java] Duration:	2 ms		Content: Europe eve 30705 56
     [java] Duration:	2 ms		Content: Europe alice 1182 55
     [java] Duration:	2 ms		Content: Europe eve 1020978 51
     [java] Duration:	2 ms		Content: Europe alice 94181 52
     [java] Duration:	1 ms		Content: Europe gary 802742 34
     [java] Duration:	2 ms		Content: Europe carol 643821 56
     [java] Duration:	1 ms		Content: Europe alice 13502 51
     [java] Duration:	2 ms		Content: Europe carol 738800 31
     [java] Duration:	2 ms		Content: Europe eve 320519 50
     [java] Duration:	2 ms		Content: Europe carol 334176 30
     [java] Duration:	2 ms		Content: Europe alice 857434 32
     [java] Duration:	2 ms		Content: Europe alice 261588 57
     [java] Duration:	2 ms		Content: Europe gary 166727 43
     [java] Duration:	2 ms		Content: Europe carol 720581 39
     [java] Duration:	2 ms		Content: Europe gary 948554 38
     [java] Duration:	2 ms		Content: Europe alice 633743 43
     [java] Duration:	2 ms		Content: Europe gary 569326 55
     [java] Duration:	2 ms		Content: Europe gary 606743 51
     [java] Duration:	1 ms		Content: Europe eve 181186 53
     [java] Duration:	2 ms		Content: Europe alice 175291 51
     [java] Duration:	2 ms		Content: Europe carol 866971 46
     [java] Duration:	2 ms		Content: Europe eve 803855 35
     [java] Duration:	2 ms		Content: Europe gary 741962 34
     [java] Duration:	2 ms		Content: Europe gary 1044528 52
     [java] Duration:	1 ms		Content: Europe alice 361200 43
     [java] Duration:	2 ms		Content: Europe carol 587648 37
     [java] Duration:	2 ms		Content: Europe carol 398004 36
     [java] Duration:	2 ms		Content: Europe alice 674766 56
     [java] Duration:	2 ms		Content: Europe alice 844240 39
     [java] Duration:	1 ms		Content: Europe alice 122649 51
     [java] Duration:	2 ms		Content: Europe gary 409765 48
     [java] Duration:	1 ms		Content: Europe alice 24574 55
     [java] Duration:	1 ms		Content: Europe alice 1001075 57
     [java] Duration:	1 ms		Content: Europe alice 506298 57
     [java] Duration:	2 ms		Content: Europe eve 222758 37
     [java] Duration:	1 ms		Content: Europe eve 970466 32
     [java] Duration:	2 ms		Content: Europe carol 300192 37
     [java] Duration:	2 ms		Content: Europe eve 930245 34
     [java] Duration:	2 ms		Content: Europe carol 1018284 57
     [java] Duration:	1 ms		Content: Europe gary 1001026 48
     [java] Duration:	2 ms		Content: Europe carol 919709 35
     [java] Duration:	2 ms		Content: Europe gary 881625 34
     [java] Duration:	2 ms		Content: Europe alice 415467 46
     [java] Duration:	1 ms		Content: Europe gary 887594 56
     [java] Duration:	2 ms		Content: Europe carol 1034693 35
     [java] Duration:	1 ms		Content: Europe alice 549414 50
     [java] Duration:	2 ms		Content: Europe carol 965201 58
     [java] Duration:	1 ms		Content: Europe alice 958696 36
     [java] Duration:	1 ms		Content: Europe eve 19102 42
     [java] Duration:	2 ms		Content: Europe gary 282399 58
     [java] Duration:	3 ms		Content: Europe gary 544101 46
     [java] Duration:	2 ms		Content: Europe gary 282194 59
     [java] Duration:	2 ms		Content: Europe carol 190689 55
     [java] Duration:	1 ms		Content: Europe gary 632944 35
     [java] Duration:	2 ms		Content: Europe alice 870474 38
     [java] Duration:	1 ms		Content: Europe alice 946320 33
     [java] Duration:	2 ms		Content: Europe eve 591237 57
     [java] Duration:	2 ms		Content: Europe carol 943685 30
     [java] Duration:	2 ms		Content: Europe eve 91793 41
     [java] Duration:	2 ms		Content: Europe eve 539999 37
     [java] Duration:	2 ms		Content: Europe gary 907247 57
     [java] Duration:	2 ms		Content: Europe eve 773799 57
     [java] Duration:	2 ms		Content: Europe gary 327423 45
     [java] Duration:	2 ms		Content: Europe carol 464014 45
     [java] Duration:	2 ms		Content: Europe gary 435314 58
     [java] Duration:	2 ms		Content: Europe carol 281894 41
     [java] Duration:	2 ms		Content: Europe gary 125778 52
     [java] Duration:	2 ms		Content: Europe carol 314541 41
     [java] Duration:	2 ms		Content: Europe gary 1020151 42
     [java] Duration:	2 ms		Content: Europe eve 370793 58
     [java] Duration:	2 ms		Content: Europe carol 784933 45
     [java] Duration:	2 ms		Content: Europe eve 214591 59
     [java] Duration:	2 ms		Content: Europe eve 632593 35
     [java] Duration:	2 ms		Content: Europe gary 812341 37
     [java] Duration:	2 ms		Content: Europe alice 554453 40
     [java] Duration:	2 ms		Content: Europe eve 132718 36
     [java] Duration:	2 ms		Content: Europe eve 589061 33
     [java] Duration:	2 ms		Content: Europe eve 134441 40
     [java] Duration:	2 ms		Content: Europe alice 885740 43
     [java] Duration:	2 ms		Content: Europe alice 60175 53
     [java] Duration:	2 ms		Content: Europe gary 693050 44
     [java] Duration:	2 ms		Content: Europe gary 1014561 30
     [java] Duration:	2 ms		Content: Europe carol 668918 50
     [java] Duration:	2 ms		Content: Europe eve 112911 31
     [java] Duration:	2 ms		Content: Europe alice 263468 52
     [java] Duration:	2 ms		Content: Europe alice 729926 36
     [java] Duration:	2 ms		Content: Europe gary 16528 50
     [java] Duration:	2 ms		Content: Europe alice 202894 49
     [java] Duration:	2 ms		Content: Europe gary 479381 39
     [java] Duration:	2 ms		Content: Europe alice 601592 47
     [java] Duration:	2 ms		Content: Europe carol 496003 41
     [java] Duration:	2 ms		Content: Europe carol 854742 47
     [java] Duration:	2 ms		Content: Europe alice 130689 50
     [java] Duration:	2 ms		Content: Europe eve 953956 57
     [java] Duration:	4 ms		Content: Europe alice 435516 59
     [java] Duration:	2 ms		Content: Europe carol 281076 40
     [java] Duration:	2 ms		Content: Europe carol 523557 30
     [java] Duration:	2 ms		Content: Europe eve 140352 33
     [java] Duration:	2 ms		Content: Europe carol 1035574 52
     [java] Duration:	2 ms		Content: Europe gary 1004583 59
     [java] Duration:	2 ms		Content: Europe alice 674283 43
     [java] Duration:	2 ms		Content: Europe eve 481101 36
     [java] Duration:	3 ms		Content: Europe carol 969761 51
     [java] Duration:	2 ms		Content: Europe eve 911995 43
     [java] Duration:	2 ms		Content: Europe alice 179604 41
     [java] Duration:	2 ms		Content: Europe carol 464714 53
     [java] Duration:	2 ms		Content: Europe alice 132944 31
     [java] Duration:	2 ms		Content: Europe alice 525767 49
     [java] Duration:	2 ms		Content: Europe eve 996520 55
     [java] Duration:	2 ms		Content: Europe carol 10202 53
     [java] Duration:	2 ms		Content: Europe alice 674699 42
     [java] Duration:	2 ms		Content: Europe carol 130025 53
     [java] Duration:	2 ms		Content: Europe gary 852008 59
     [java] Duration:	1 ms		Content: Europe gary 672061 33
     [java] Duration:	2 ms		Content: Europe alice 616119 30
     [java] Duration:	2 ms		Content: Europe alice 246916 39
     [java] Duration:	2 ms		Content: Europe eve 252521 55
     [java] Duration:	1 ms		Content: Europe alice 244015 36
     [java] Duration:	2 ms		Content: Europe eve 379376 32
     [java] Duration:	2 ms		Content: Europe gary 836773 40
     [java] Duration:	1 ms		Content: Europe alice 990523 35
     [java] Duration:	2 ms		Content: Europe gary 835101 39
     [java] Duration:	2 ms		Content: Europe alice 327008 47
     [java] Duration:	1 ms		Content: Europe eve 837526 47
     [java] Duration:	2 ms		Content: Europe alice 654814 34
     [java] Duration:	2 ms		Content: Europe eve 136879 42
     [java] Duration:	2 ms		Content: Europe alice 171207 54
     [java] Duration:	2 ms		Content: Europe carol 988359 35
     [java] Duration:	2 ms		Content: Europe carol 341017 40
     [java] Duration:	2 ms		Content: Europe carol 193604 41
     [java] Duration:	2 ms		Content: Europe eve 150793 38
     [java] Duration:	2 ms		Content: Europe eve 781100 54
     [java] Duration:	1 ms		Content: Europe eve 163995 46
     [java] Duration:	1 ms		Content: Europe eve 1022987 42
     [java] Duration:	1 ms		Content: Europe gary 709641 53
     [java] Duration:	2 ms		Content: Europe carol 906608 35
     [java] Duration:	1 ms		Content: Europe alice 890658 34
     [java] Duration:	2 ms		Content: Europe carol 138402 50
     [java] Duration:	2 ms		Content: Europe gary 731400 32
     [java] Duration:	247 ms		Content: Europe gary 445550 48
     [java] Duration:	2 ms		Content: Europe gary 415539 49
     [java] Duration:	2 ms		Content: Europe gary 940230 58
     [java] Duration:	2 ms		Content: Europe carol 632904 50
     [java] Duration:	2 ms		Content: Europe gary 80342 31
     [java] Duration:	2 ms		Content: Europe eve 658962 48
     [java] Duration:	2 ms		Content: Europe eve 362273 51
     [java] Duration:	2 ms		Content: Europe alice 328975 48
     [java] Duration:	2 ms		Content: Europe carol 239725 57
     [java] Duration:	2 ms		Content: Europe carol 35426 58
     [java] Duration:	2 ms		Content: Europe alice 771998 58
     [java] Duration:	2 ms		Content: Europe gary 1004838 36
     [java] Duration:	2 ms		Content: Europe gary 855398 49
     [java] Duration:	2 ms		Content: Europe alice 895308 38
     [java] Duration:	2 ms		Content: Europe eve 15258 54
     [java] Duration:	2 ms		Content: Europe carol 38109 58
     [java] Duration:	2 ms		Content: Europe eve 105285 53
     [java] Duration:	2 ms		Content: Europe gary 789044 56
     [java] Duration:	2 ms		Content: Europe alice 232475 51
     [java] Duration:	2 ms		Content: Europe eve 1048101 58
     [java] Duration:	2 ms		Content: Europe alice 802381 51
     [java] Duration:	2 ms		Content: Europe alice 316685 37
     [java] Duration:	2 ms		Content: Europe alice 727978 45
     [java] Duration:	2 ms		Content: Europe eve 849055 41
     [java] Duration:	2 ms		Content: Europe eve 213233 54
     [java] Duration:	2 ms		Content: Europe eve 642041 35
     [java] Duration:	2 ms		Content: Europe carol 797896 57
     [java] Duration:	2 ms		Content: Europe carol 85920 46
     [java] Duration:	2 ms		Content: Europe alice 780253 47
     [java] Duration:	2 ms		Content: Europe eve 577379 52
     [java] Duration:	2 ms		Content: Europe alice 44506 33
     [java] Duration:	2 ms		Content: Europe eve 615926 37
     [java] Duration:	2 ms		Content: Europe eve 171278 45
     [java] Duration:	2 ms		Content: Europe eve 843766 44
     [java] Duration:	2 ms		Content: Europe eve 296028 38
     [java] Duration:	2 ms		Content: Europe eve 664013 41
     [java] Duration:	2 ms		Content: Europe gary 377880 41
     [java] Duration:	1 ms		Content: Europe eve 169925 56
     [java] Duration:	2 ms		Content: Europe eve 933480 36
     [java] Duration:	1 ms		Content: Europe eve 786801 56
     [java] Duration:	2 ms		Content: Europe gary 496401 39
     [java] Duration:	6 ms		Content: Europe eve 712612 39
     [java] Duration:	2 ms		Content: Europe gary 518207 46
     [java] Duration:	2 ms		Content: Europe gary 161711 30
     [java] Duration:	2 ms		Content: Europe gary 987095 56
     [java] Duration:	2 ms		Content: Europe eve 254776 47
     [java] Duration:	2 ms		Content: Europe eve 919068 56
     [java] Duration:	2 ms		Content: Europe gary 168051 40
     [java] Duration:	2 ms		Content: Europe gary 400428 36
     [java] Duration:	2 ms		Content: Europe alice 477545 53
     [java] Duration:	1 ms		Content: Europe eve 771783 42
     [java] Duration:	2 ms		Content: Europe carol 575451 41
     [java] Duration:	2 ms		Content: Europe alice 495833 47
     [java] Duration:	1 ms		Content: Europe gary 955347 56
     [java] Duration:	2 ms		Content: Europe gary 1018758 48
     [java] Duration:	2 ms		Content: Europe eve 333634 45
     [java] Duration:	2 ms		Content: Europe alice 969831 51
     [java] Duration:	1 ms		Content: Europe eve 4770 40
     [java] Duration:	2 ms		Content: Europe carol 246672 44
     [java] Duration:	1 ms		Content: Europe alice 233691 57
     [java] Duration:	2 ms		Content: Europe carol 823592 45
     [java] Duration:	2 ms		Content: Europe carol 304775 48
     [java] Duration:	2 ms		Content: Europe carol 685829 34
     [java] Duration:	2 ms		Content: Europe gary 486214 46
     [java] Duration:	2 ms		Content: Europe eve 728102 49
     [java] Duration:	2 ms		Content: Europe gary 584933 40
     [java] Duration:	2 ms		Content: Europe gary 72775 50
     [java] Duration:	2 ms		Content: Europe eve 249648 51
     [java] Duration:	2 ms		Content: Europe alice 870189 58
     [java] Duration:	2 ms		Content: Europe carol 753168 58
     [java] Duration:	3 ms		Content: Europe alice 300536 37
     [java] Duration:	2 ms		Content: Europe gary 34106 30
     [java] Duration:	2 ms		Content: Europe gary 479137 55
     [java] Duration:	2 ms		Content: Europe carol 94040 32
     [java] Duration:	2 ms		Content: Europe alice 484438 44
     [java] Duration:	2 ms		Content: Europe gary 392882 46
     [java] Duration:	2 ms		Content: Europe carol 607702 55
     [java] Duration:	2 ms		Content: Europe alice 910828 37
     [java] Duration:	2 ms		Content: Europe eve 380276 57
     [java] Duration:	2 ms		Content: Europe alice 725818 48
     [java] Duration:	2 ms		Content: Europe alice 899478 43
     [java] Duration:	2 ms		Content: Europe gary 559354 37
     [java] Duration:	2 ms		Content: Europe eve 223687 45
     [java] Duration:	2 ms		Content: Europe carol 255304 53
     [java] Duration:	3 ms		Content: Europe alice 930860 49
     [java] Duration:	2 ms		Content: Europe eve 531505 30
     [java] Duration:	2 ms		Content: Europe gary 803048 53
     [java] Duration:	2 ms		Content: Europe gary 205462 48
     [java] Duration:	2 ms		Content: Europe eve 162455 32
     [java] Duration:	2 ms		Content: Europe alice 873667 43
     [java] Duration:	2 ms		Content: Europe gary 88504 39
     [java] Duration:	2 ms		Content: Europe gary 620741 52
     [java] Duration:	2 ms		Content: Europe eve 536509 44
     [java] Duration:	2 ms		Content: Europe eve 566573 36
     [java] Duration:	2 ms		Content: Europe alice 1045769 46
     [java] Duration:	2 ms		Content: Europe carol 560440 34
     [java] Duration:	2 ms		Content: Europe gary 246371 49
     [java] Duration:	1 ms		Content: Europe gary 171133 56
     [java] Duration:	2 ms		Content: Europe eve 851669 50
     [java] Duration:	2 ms		Content: Europe alice 706004 37
     [java] Duration:	2 ms		Content: Europe alice 516401 55
     [java] Duration:	2 ms		Content: Europe alice 1023912 32
     [java] Duration:	1 ms		Content: Europe gary 506722 53
     [java] Duration:	2 ms		Content: Europe gary 338574 44
     [java] Duration:	2 ms		Content: Europe eve 64665 39
     [java] Duration:	2 ms		Content: Europe eve 461607 44
     [java] Duration:	2 ms		Content: Europe carol 145441 42
     [java] Duration:	2 ms		Content: Europe alice 1036760 44
     [java] Duration:	2 ms		Content: Europe gary 159349 42
     [java] Duration:	2 ms		Content: Europe carol 312495 43
     [java] Duration:	4 ms		Content: Europe carol 603893 45
     [java] Duration:	2 ms		Content: Europe carol 38862 42
     [java] Duration:	2 ms		Content: Europe eve 210479 56
     [java] Duration:	2 ms		Content: Europe eve 541658 33
     [java] Duration:	2 ms		Content: Europe gary 821882 45
     [java] Duration:	2 ms		Content: Europe gary 918924 44
     [java] Duration:	2 ms		Content: Europe alice 137687 32
     [java] Duration:	2 ms		Content: Europe gary 668096 54
     [java] Duration:	2 ms		Content: Europe alice 740925 51
     [java] Duration:	2 ms		Content: Europe eve 638841 33
     [java] Duration:	2 ms		Content: Europe eve 158982 31
     [java] Duration:	2 ms		Content: Europe alice 181755 48
     [java] Duration:	3 ms		Content: Europe carol 717628 49
     [java] Duration:	2 ms		Content: Europe carol 311902 47
     [java] Duration:	2 ms		Content: Europe eve 164208 46
     [java] Duration:	2 ms		Content: Europe carol 1019965 37
     [java] Duration:	5 ms		Content: Europe eve 353024 33
     [java] Duration:	2 ms		Content: Europe alice 7161 58
     [java] Duration:	2 ms		Content: Europe gary 941833 45
     [java] Duration:	2 ms		Content: Europe gary 244642 44
     [java] Duration:	2 ms		Content: Europe eve 58965 54
     [java] Duration:	2 ms		Content: Europe eve 809035 53
     [java] Duration:	2 ms		Content: Europe carol 595520 58
     [java] Duration:	2 ms		Content: Europe eve 401665 41
     [java] Duration:	1 ms		Content: Europe gary 928838 31
     [java] Duration:	2 ms		Content: Europe carol 787771 42
     [java] Duration:	2 ms		Content: Europe eve 381470 54
     [java] Duration:	2 ms		Content: Europe carol 819995 44
     [java] Duration:	2 ms		Content: Europe carol 960051 37
     [java] Duration:	2 ms		Content: Europe alice 763439 35
     [java] Duration:	2 ms		Content: Europe gary 99935 35
     [java] Duration:	2 ms		Content: Europe carol 173826 56
     [java] Duration:	2 ms		Content: Europe carol 725720 33
     [java] Duration:	2 ms		Content: Europe carol 929065 48
     [java] Duration:	2 ms		Content: Europe eve 340582 37
     [java] Duration:	2 ms		Content: Europe alice 653399 50
     [java] Duration:	2 ms		Content: Europe eve 649204 58
     [java] Duration:	2 ms		Content: Europe carol 606818 54
     [java] Duration:	2 ms		Content: Europe carol 948631 53
     [java] Duration:	3 ms		Content: Europe eve 401356 41
     [java] Duration:	2 ms		Content: Europe alice 292013 58
     [java] Duration:	1 ms		Content: Europe alice 705250 55
     [java] Duration:	2 ms		Content: Europe eve 837652 52
     [java] Duration:	2 ms		Content: Europe carol 735029 58
     [java] Duration:	2 ms		Content: Europe gary 784931 36
     [java] Duration:	2 ms		Content: Europe gary 597373 53
     [java] Duration:	2 ms		Content: Europe alice 599000 52
     [java] Duration:	2 ms		Content: Europe eve 109771 37
     [java] Duration:	2 ms		Content: Europe gary 800665 55
     [java] Duration:	2 ms		Content: Europe gary 297098 44
     [java] Duration:	2 ms		Content: Europe carol 1026636 55
     [java] Duration:	2 ms		Content: Europe alice 312191 39
     [java] Duration:	2 ms		Content: Europe carol 288884 31
     [java] Duration:	2 ms		Content: Europe alice 992562 50
     [java] Duration:	2 ms		Content: Europe eve 382163 36
     [java] Duration:	2 ms		Content: Europe gary 328760 34
     [java] Duration:	2 ms		Content: Europe carol 169902 35
     [java] Duration:	2 ms		Content: Europe alice 1014680 59
     [java] Duration:	4 ms		Content: Europe eve 456800 56
     [java] Duration:	2 ms		Content: Europe gary 374651 54
     [java] Duration:	2 ms		Content: Europe carol 416475 44
     [java] Duration:	2 ms		Content: Europe carol 164109 41
     [java] Duration:	2 ms		Content: Europe carol 53299 49
     [java] Duration:	2 ms		Content: Europe eve 78980 33
     [java] Duration:	1 ms		Content: Europe alice 598427 31
     [java] Duration:	2 ms		Content: Europe alice 623496 37
     [java] Duration:	2 ms		Content: Europe eve 575181 48
     [java] Duration:	2 ms		Content: Europe eve 314866 46
     [java] Duration:	2 ms		Content: Europe alice 766550 40
     [java] Duration:	2 ms		Content: Europe gary 759554 57
     [java] Duration:	2 ms		Content: Europe gary 351674 47
     [java] Duration:	2 ms		Content: Europe carol 227636 58
     [java] Duration:	2 ms		Content: Europe alice 871805 42
     [java] Duration:	2 ms		Content: Europe eve 126657 34
     [java] Duration:	2 ms		Content: Europe eve 1020248 57
     [java] Duration:	2 ms		Content: Europe gary 184461 44
     [java] Duration:	2 ms		Content: Europe alice 731608 35
     [java] Duration:	3 ms		Content: Europe carol 72108 58
     [java] Duration:	2 ms		Content: Europe carol 74932 41
     [java] Duration:	2 ms		Content: Europe gary 349175 37
     [java] Duration:	2 ms		Content: Europe alice 209528 44
     [java] Duration:	2 ms		Content: Europe alice 416155 52
     [java] Duration:	2 ms		Content: Europe gary 386994 54
     [java] Duration:	2 ms		Content: Europe alice 993127 55
     [java] Duration:	2 ms		Content: Europe gary 951713 37
     [java] Duration:	2 ms		Content: Europe gary 914965 46
     [java] Duration:	2 ms		Content: Europe alice 494114 38
     [java] Duration:	2 ms		Content: Europe eve 528615 50
     [java] Duration:	2 ms		Content: Europe gary 872306 57
     [java] Duration:	2 ms		Content: Europe gary 847719 40
     [java] Duration:	2 ms		Content: Europe carol 683513 41
     [java] Duration:	2 ms		Content: Europe alice 129710 31
     [java] Duration:	2 ms		Content: Europe carol 204669 56
     [java] Duration:	2 ms		Content: Europe carol 723690 38
     [java] Duration:	2 ms		Content: Europe carol 781544 40
     [java] Duration:	2 ms		Content: Europe carol 676045 44
     [java] Duration:	2 ms		Content: Europe alice 551262 32
     [java] Duration:	2 ms		Content: Europe gary 575817 56
     [java] Duration:	2 ms		Content: Europe carol 667255 45
     [java] Duration:	5 ms		Content: Europe gary 887621 54
     [java] Duration:	2 ms		Content: Europe gary 647732 43
     [java] Duration:	2 ms		Content: Europe alice 272131 31
     [java] Duration:	2 ms		Content: Europe eve 933753 37
     [java] Duration:	2 ms		Content: Europe gary 927820 35
     [java] Duration:	2 ms		Content: Europe alice 131951 35
     [java] Duration:	2 ms		Content: Europe carol 885471 45
     [java] Duration:	2 ms		Content: Europe carol 171525 54
     [java] Duration:	2 ms		Content: Europe carol 924462 48
     [java] Duration:	2 ms		Content: Europe alice 264849 39
     [java] Duration:	2 ms		Content: Europe eve 516364 59
     [java] Duration:	2 ms		Content: Europe carol 762443 51
     [java] Duration:	2 ms		Content: Europe alice 906955 42
     [java] Duration:	2 ms		Content: Europe eve 326035 50
     [java] Duration:	2 ms		Content: Europe eve 192624 43
     [java] Duration:	2 ms		Content: Europe alice 628853 36
     [java] Duration:	2 ms		Content: Europe carol 848563 55
     [java] Duration:	2 ms		Content: Europe alice 1034346 48
     [java] Duration:	2 ms		Content: Europe alice 355916 59
     [java] Duration:	2 ms		Content: Europe gary 804482 53
     [java] Duration:	2 ms		Content: Europe gary 265232 48
     [java] Duration:	2 ms		Content: Europe gary 149908 39
     [java] Duration:	2 ms		Content: Europe alice 603825 49
     [java] Duration:	2 ms		Content: Europe eve 1048142 38
     [java] Duration:	2 ms		Content: Europe eve 1032988 44
     [java] Duration:	2 ms		Content: Europe gary 728568 41
     [java] Duration:	2 ms		Content: Europe alice 700999 59
     [java] Duration:	36 ms		Content: Europe alice 66602 35
     [java] Duration:	2 ms		Content: Europe carol 206674 43
     [java] Duration:	2 ms		Content: Europe eve 793415 36
     [java] Duration:	2 ms		Content: Europe carol 22476 50
     [java] Duration:	2 ms		Content: Europe gary 229722 37
     [java] Duration:	2 ms		Content: Europe gary 646114 36
     [java] Duration:	2 ms		Content: Europe gary 270319 54
     [java] Duration:	2 ms		Content: Europe carol 1004854 38
     [java] Duration:	2 ms		Content: Europe carol 897886 39
     [java] Duration:	2 ms		Content: Europe carol 839352 43
     [java] Duration:	2 ms		Content: Europe eve 957473 47
     [java] Duration:	2 ms		Content: Europe carol 826814 45
     [java] Duration:	2 ms		Content: Europe eve 889163 59
     [java] Duration:	2 ms		Content: Europe eve 547634 53
     [java] Duration:	5 ms		Content: Europe gary 785581 35
     [java] Duration:	1 ms		Content: Europe gary 1033010 34
     [java] Duration:	2 ms		Content: Europe carol 621511 59
     [java] Duration:	2 ms		Content: Europe alice 45597 43
     [java] Duration:	2 ms		Content: Europe eve 870039 40
     [java] Duration:	2 ms		Content: Europe eve 728509 40
     [java] Duration:	2 ms		Content: Europe alice 15838 42
     [java] Duration:	2 ms		Content: Europe alice 898724 48
     [java] Duration:	2 ms		Content: Europe alice 914654 56
     [java] Duration:	2 ms		Content: Europe eve 821725 54
     [java] Duration:	2 ms		Content: Europe eve 782792 30
     [java] Duration:	2 ms		Content: Europe carol 933879 53
     [java] Duration:	2 ms		Content: Europe carol 766373 46
     [java] Duration:	2 ms		Content: Europe carol 451753 32
     [java] Duration:	2 ms		Content: Europe eve 935916 41
     [java] Duration:	2 ms		Content: Europe carol 240905 43
     [java] Duration:	2 ms		Content: Europe alice 308225 46
     [java] Duration:	2 ms		Content: Europe eve 1023621 33
     [java] Duration:	2 ms		Content: Europe gary 851131 31
     [java] Duration:	2 ms		Content: Europe gary 624450 35
     [java] Duration:	2 ms		Content: Europe alice 985311 53
     [java] Duration:	2 ms		Content: Europe eve 12369 57
     [java] Duration:	2 ms		Content: Europe gary 97968 58
     [java] Duration:	2 ms		Content: Europe gary 321074 50
     [java] Duration:	2 ms		Content: Europe gary 998171 32
     [java] Duration:	2 ms		Content: Europe carol 109198 32
     [java] Duration:	2 ms		Content: Europe alice 927135 32
     [java] Duration:	2 ms		Content: Europe gary 488787 54
     [java] Duration:	2 ms		Content: Europe alice 53611 35
     [java] Duration:	2 ms		Content: Europe eve 748923 52
     [java] Duration:	2 ms		Content: Europe gary 125615 59
     [java] Duration:	2 ms		Content: Europe eve 80258 59
     [java] Duration:	2 ms		Content: Europe carol 709649 30
     [java] Duration:	2 ms		Content: Europe gary 888841 31
     [java] Duration:	2 ms		Content: Europe eve 397722 47
     [java] Duration:	2 ms		Content: Europe alice 594542 51
     [java] Duration:	2 ms		Content: Europe alice 828482 51
     [java] Duration:	2 ms		Content: Europe alice 362119 37
     [java] Duration:	2 ms		Content: Europe carol 601004 50
     [java] Duration:	2 ms		Content: Europe eve 575554 52
     [java] Duration:	2 ms		Content: Europe alice 608237 46
     [java] Duration:	7 ms		Content: Europe alice 1043547 52
     [java] Duration:	2 ms		Content: Europe alice 692133 30
     [java] Duration:	3 ms		Content: Europe eve 21505 42
     [java] Duration:	3 ms		Content: Europe carol 592416 39
     [java] Duration:	3 ms		Content: Europe eve 418444 42
     [java] Duration:	2 ms		Content: Europe alice 1037038 32
     [java] Duration:	2 ms		Content: Europe eve 707707 35
     [java] Duration:	2 ms		Content: Europe carol 644742 48
     [java] Duration:	2 ms		Content: Europe alice 750288 32
     [java] Duration:	2 ms		Content: Europe gary 705748 48
     [java] Duration:	2 ms		Content: Europe alice 757607 48
     [java] Duration:	2 ms		Content: Europe eve 502133 42
     [java] Duration:	2 ms		Content: Europe carol 608473 37
     [java] Duration:	2 ms		Content: Europe gary 943953 32
     [java] Duration:	2 ms		Content: Europe carol 864595 50
     [java] Duration:	3 ms		Content: Europe eve 537051 36
     [java] Duration:	2 ms		Content: Europe gary 101623 46
     [java] Duration:	2 ms		Content: Europe gary 108163 57
     [java] Duration:	2 ms		Content: Europe carol 429064 59
     [java] Duration:	2 ms		Content: Europe gary 686788 36
     [java] Duration:	2 ms		Content: Europe carol 340138 42
     [java] Duration:	3 ms		Content: Europe alice 74869 42
     [java] Duration:	2 ms		Content: Europe carol 114103 57
     [java] Duration:	2 ms		Content: Europe alice 983948 48
     [java] Duration:	1 ms		Content: Europe eve 49840 57
     [java] Duration:	2 ms		Content: Europe gary 71132 47
